id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
0.0,-2.0108773708343506,-0.3972592055797577,1.9378068447113037,-0.29493898153305054,2.3496789932250977,0.536558210849762,-2.239197254180908,0.5663383603096008
1.0,-1.8456645011901855,-0.09199743717908859,1.8378880023956299,-0.31461426615715027,1.3053405284881592,-1.5411518812179565,-1.3555551767349243,-1.561355710029602
2.0,-1.9178301095962524,-0.30167868733406067,1.9136168956756592,-0.4094183146953583,1.7425204515457153,-0.1355058252811432,-1.7894090414047241,-0.04892722889780998
3.0,-2.0966453552246094,-0.8426506519317627,2.175344228744507,-1.2223176956176758,2.2276692390441895,0.48920613527297974,-2.157167673110962,0.4492180049419403
4.0,-1.8012968301773071,-0.045443274080753326,1.7552118301391602,-0.448851615190506,1.8723187446594238,-4.970142364501953,-1.9110904932022095,-5.342168807983398
5.0,-1.74825918674469,-0.08989936113357544,1.7911205291748047,-0.6094499826431274,1.8335399627685547,-4.712791919708252,-1.8316235542297363,-5.823315143585205
6.0,-1.9326698780059814,-0.6613339185714722,1.865478515625,-0.9121862649917603,1.6042910814285278,-0.8425993919372559,-1.6786640882492065,-1.3711307048797607
7.0,-1.7336173057556152,0.0975857526063919,1.7774581909179688,-0.25713685154914856,1.4601783752441406,-4.1266326904296875,-1.3880747556686401,-5.803588390350342
8.0,-1.8286032676696777,0.04990379139780998,1.747389554977417,-0.4835908114910126,2.032749891281128,-4.871267795562744,-1.9613147974014282,-5.439213752746582
9.0,-2.0533089637756348,-1.102708339691162,2.065044403076172,-1.2239741086959839,2.077194929122925,0.23629049956798553,-2.0624632835388184,0.2479478120803833
10.0,-1.8377023935317993,-0.02540094032883644,1.9244791269302368,-0.4953400194644928,1.8578065633773804,-1.7569433450698853,-1.8593194484710693,-1.7812458276748657
11.0,-1.9646140336990356,-0.22583319246768951,1.976418375968933,-0.306957483291626,1.803550124168396,-0.4712132215499878,-1.8339009284973145,-0.48993730545043945
12.0,-1.854511022567749,-0.1967722773551941,1.9489554166793823,-0.23483073711395264,1.8060086965560913,-1.114458441734314,-1.8054895401000977,-1.1597130298614502
13.0,-1.8778046369552612,-0.5967509746551514,1.8861753940582275,-0.9071317315101624,1.7348923683166504,-1.230775237083435,-1.7551171779632568,-1.514402985572815
14.0,-1.8256850242614746,-0.08769812434911728,1.9259415864944458,-0.27952125668525696,1.8705031871795654,-1.8903595209121704,-1.8443609476089478,-2.0079879760742188
15.0,-1.9367492198944092,-0.12567727267742157,1.822847843170166,0.15968038141727448,1.6798478364944458,0.07093647122383118,-1.6516698598861694,0.28729885816574097
16.0,-1.9160618782043457,-0.09712004661560059,1.8554749488830566,0.12869063019752502,1.7105224132537842,0.05110528692603111,-1.8131287097930908,0.2698590159416199
17.0,-1.866140604019165,-0.11811143159866333,1.8814647197723389,0.20000705122947693,1.5589743852615356,0.16422031819820404,-1.7354460954666138,0.3107406198978424
18.0,-1.897145390510559,-0.006926438771188259,1.832814335823059,0.24661462008953094,1.523581624031067,-0.12972073256969452,-1.510616421699524,0.5630362033843994
19.0,-1.9439934492111206,-0.08399179577827454,1.8158290386199951,0.14144301414489746,1.6950775384902954,0.11231895536184311,-1.6831426620483398,0.30179551243782043
